Date,Amount
07May2015,-290
29Apr2014,-291.25
11Aug2014,-291.58
18Jan2017,-292.7
21Jun2017,-294
11Mar2014,-295
27Mar2017,-296
14Mar2015,-298
20Jul2015,-298.34
28Oct2015,-298.48
22Jun2017,-298.68
14Nov2016,-299
13Dec2014,-299.93
04Oct2013,-300
02May2014,-300
02Jun2014,-300
28Jan2015,-300
14Feb2015,-300
11May2015,-300
25May2015,-300
07Jul2015,-300
16Mar2016,-300
29Mar2017,-303.63
28Oct2016,-305.28
14Jun2017,-305.83
22Oct2016,-306.3
01Dec2014,-306.48
08May2015,-309
12Aug2015,-310
09Sep2015,-310
31Mar2017,-310
10Jun2017,-310.79
03Nov2014,-311.05
07Mar2015,-312
15Feb2016,-313.31
01Jun2015,-314.32
05Oct2016,-314.76
22Mar2017,-314.78
19Sep2014,-315
13Sep2016,-315
03Jul2017,-315
15Aug2017,-315.37
19Sep2016,-316.24
16Aug2017,-316.51
21Jul2014,-317.75
11Jul2017,-318.15
15Apr2017,-318.94
24Feb2015,-320
27Feb2015,-320
04May2015,-320
13Feb2015,-320.93
14Jan2014,-322
23Mar2015,-322
24Mar2014,-324.95
01Jul2014,-325
01Aug2014,-325
16Aug2014,-325
01Sep2014,-325
01Oct2014,-325
01Dec2014,-325
02Jan2015,-325
02Feb2015,-325
17Aug2015,-326
09Feb2015,-326.22
10Jul2014,-326.7
01Apr2016,-328
19May2016,-328.98
05Oct2015,-329.7
24May2014,-329.98
08Sep2015,-330
15Jan2016,-330
30Aug2017,-336
07Aug2015,-337
04Feb2014,-338.26
30Apr2014,-339
30May2014,-339
30Jun2014,-339
31Jul2014,-339
29Aug2014,-339
30Sep2014,-339
31Oct2014,-339
28Nov2014,-339
31Dec2014,-339
30Jan2015,-339
14Aug2017,-340
19Mar2015,-341.1
07May2016,-342
11Jul2017,-342.12
19Aug2017,-342.63
22Apr2017,-343.32
05Jun2015,-344
14Aug2014,-344.64
18Dec2014,-345.29
14Mar2017,-346
21Sep2015,-348
30Dec2014,-348.55
31Jul2015,-349
01Sep2015,-349
30Oct2015,-349
01Dec2015,-349
31Dec2015,-349
01Feb2016,-349
02Mar2016,-349
31Mar2016,-349
03May2016,-349
01Jul2016,-349
02Aug2016,-349
01Jul2015,-349.51
01Jun2015,-349.63
04May2015,-349.73
03Jan2015,-350
12Jun2015,-350
07Dec2016,-350
22Mar2017,-350
01Sep2014,-350.01
01Dec2014,-350.01
30Jan2015,-350.01
30Mar2015,-350.01
07Dec2013,-350.2
30Oct2014,-350.44
14Oct2016,-351.06
31Oct2016,-351.06
13Jan2014,-351.25
21Apr2017,-351.92
22Jan2016,-352.11
30May2016,-352.32
30Oct2014,-352.43
02Mar2015,-352.51
29Jul2016,-352.83
11May2015,-352.87
17Feb2015,-353.4
22Dec2015,-354.8
03May2014,-354.91
16May2015,-355
18Jun2015,-355
03May2017,-355.26
19Apr2017,-355.28
16Jan2016,-356
17May2017,-357.32
27Aug2015,-358
02Aug2017,-358.35
26Jun2014,-360
08Dec2014,-360
06Jan2015,-360
19Jun2017,-360
01Sep2017,-360
02Jul2015,-360.75
04Apr2016,-360.9
21Aug2017,-361.17
30Apr2014,-361.8
01Aug2014,-364.55
30Jun2014,-367.32
07Jun2016,-369.39
02Jan2015,-369.58
27Jan2015,-370
13Oct2014,-371
05Jan2015,-371.4
18Jun2016,-371.6
01Oct2015,-372.63
25Apr2017,-373.48
18Feb2017,-374.97
10Aug2017,-375
01Oct2013,-380
10Jan2014,-380
27May2014,-380
07Jul2014,-380
05Oct2015,-380
30May2014,-380.28
04May2017,-380.54
06Jan2015,-380.7
07Nov2014,-381.75
09Sep2017,-383
21Aug2015,-383.23
22Sep2017,-383.4
13Jun2017,-385.07
03Jun2017,-385.3
24Jan2017,-385.75
29Apr2017,-386.83
11Jan2016,-388.29
03Dec2016,-388.6
05Jan2015,-389.24
29Dec2014,-389.85
26Sep2013,-390
07Sep2015,-390
21Jul2014,-390.51
08May2017,-391.49
07Jul2015,-391.9
16Jan2014,-392.69
17Aug2015,-394.05
01Apr2015,-395
24Dec2015,-395
30Mar2015,-396.27
15Sep2014,-396.8
30Jan2014,-397.3
17Sep2014,-397.35
17Aug2015,-399
10Apr2017,-399
09Jun2014,-399.5
13Nov2014,-399.65
27Mar2014,-400
25Sep2014,-400
19Jan2015,-400
03Feb2015,-400
22Apr2015,-400
31Aug2015,-400
02Jun2016,-400
07Jul2016,-400
13Jan2017,-400
10Apr2017,-400
11Apr2017,-400
25Jul2014,-400.15
27Feb2017,-400.35
11Dec2014,-400.49
24Aug2017,-401.13
17May2017,-401.43
03Jun2014,-402.27
24Dec2014,-402.31
31Jul2014,-403.31
27Feb2017,-403.49
29May2015,-403.5
25Oct2014,-404.65
18Nov2014,-406.11
24Aug2017,-406.36
02Dec2014,-406.55
18Apr2015,-406.7
03Dec2016,-408.48
24Feb2014,-409
03Aug2015,-410
27Mar2017,-410
18Oct2014,-410.11
12Aug2014,-411.7
16Feb2015,-411.79
14Oct2014,-413.1
16May2017,-414.21
07Oct2015,-415.07
13May2015,-416.3
30Jun2017,-417.3
28Nov2016,-420
22Sep2015,-420.15
18May2015,-420.6
30Mar2015,-420.76
15Jul2014,-421.55
05Sep2014,-421.9
15Jul2014,-423.1
04Feb2015,-423.8
22Aug2015,-426.45
22Sep2015,-426.45
22Oct2015,-426.45
21Nov2015,-426.45
22Dec2015,-426.45
22Jan2016,-426.45
22Feb2016,-426.45
22Mar2016,-426.45
22Apr2016,-426.45
26Jan2015,-429.27
07Sep2017,-429.34
05Jan2017,-429.65
24Dec2016,-429.98
12Jul2017,-429.99
09Jul2015,-430
07Aug2015,-430
02May2017,-431.46
20Mar2017,-434.4
17Jan2015,-435
02Mar2015,-435
01Apr2015,-435
07May2015,-435
01Jun2015,-435
01Oct2015,-435
28Nov2015,-439
19Aug2014,-440
15Dec2014,-440
19Jan2016,-440.63
04Jul2014,-442.25
27Aug2014,-442.75
31Mar2014,-443.95
04Feb2015,-444.33
18Jun2014,-444.48
02Feb2015,-445.25
29Aug2017,-445.78
24Mar2015,-449
30Mar2015,-450
23May2015,-450
26May2015,-450
17Sep2015,-450
24Oct2015,-450
15Feb2016,-450
16May2017,-450.65
30Sep2014,-456.11
11Aug2015,-456.56
21Jul2014,-457.85
17Dec2014,-459
31Aug2015,-460
07Aug2014,-462.17
24Nov2016,-467.55
13Aug2015,-469.54
15Jul2014,-470
08Jul2017,-470.32
10Jan2014,-471.8
10Aug2016,-472.7
16Jan2015,-476.39
15Oct2015,-479.64
05May2014,-479.91
09Jan2015,-480
01Sep2015,-480
21Sep2015,-480
24Oct2015,-481.42
16May2017,-483.11
07Apr2017,-483.33
22Jul2015,-484.22
25Sep2014,-484.35
16Jul2015,-485
17Jan2014,-488.5
15Dec2014,-489.5
01Oct2014,-489.66
31Oct2015,-494.5
01Dec2015,-494.5
25Nov2014,-494.8
10Apr2017,-495
03Sep2015,-495.36
12Jun2015,-495.6
20Oct2015,-499
04Sep2017,-499
18May2015,-499.9
14Apr2014,-499.99
31Dec2013,-500
06Mar2014,-500
22May2014,-500
17Jun2014,-500
25Jul2014,-500
12Sep2014,-500
20Jan2015,-500
07Feb2015,-500
20Oct2015,-500
05Aug2016,-500
25Jun2015,-502.02
07Oct2015,-508
20Feb2016,-508.2
09Jan2014,-510
29Mar2017,-510
13Dec2016,-516
21May2016,-516.88
22Jun2016,-516.88
22Jul2016,-516.88
22Aug2016,-516.88
22Sep2016,-516.88
22Oct2016,-516.88
22Nov2016,-516.88
22Dec2016,-516.88
21Jan2017,-516.88
22Feb2017,-516.88
22Mar2017,-516.88
22Apr2017,-516.88
01Dec2014,-519.95
01Dec2016,-524.09
22Sep2016,-524.12
03Sep2015,-524.51
04Dec2014,-524.8
05Aug2014,-525
17Jan2017,-527
19Aug2014,-529.44
30Mar2017,-535
04Jan2017,-544.9
15Dec2015,-550
28Dec2016,-550
19Dec2014,-550.7
06Jul2017,-552.25
04Mar2017,-555.38
18Sep2014,-555.83
20Jan2014,-558.64
08Dec2014,-560
02Sep2017,-560
14May2015,-562.77
01Jul2017,-562.9
06Mar2017,-568.2
23Jan2015,-568.94
26Oct2013,-572.48
21Sep2015,-573.67
03Nov2014,-575
31Dec2015,-576.5
01Feb2016,-576.5
01Mar2016,-576.5
01Apr2016,-576.5
30Apr2016,-576.5
01Jun2016,-576.5
01Jul2016,-576.5
01Aug2016,-576.5
01Sep2016,-576.5
18Aug2014,-580
28Nov2016,-580
09Sep2015,-583.62
09Jun2015,-590
30Aug2016,-590
17Dec2016,-595
22Nov2013,-600
06Dec2013,-600
10May2014,-600
12Aug2014,-600
07Feb2015,-600
11Apr2015,-600
18Apr2015,-600
10Sep2015,-600
24May2016,-600
29Aug2016,-600
17Sep2016,-600
13Mar2017,-600
18Apr2017,-600
03May2017,-600
05Aug2017,-600
09Sep2017,-600
29Jun2015,-604.89
07Jan2014,-605.14
30Sep2013,-613.44
03Aug2015,-616.81
15Dec2014,-618
24Nov2016,-620
11Jun2014,-624.62
23Jun2015,-625
28May2016,-625
13Jul2015,-626.5
18Dec2014,-629.2
22May2017,-629.94
22Jun2017,-629.94
22Jul2017,-629.94
22Aug2017,-629.94
22Sep2017,-629.94
15Oct2016,-630
31Oct2016,-630
27Mar2017,-630.63
23Apr2014,-631.95
03Mar2015,-633.12
31Mar2014,-634.26
25Feb2014,-634.84
03Feb2015,-635
24Aug2015,-635.39
25Nov2013,-637.34
17Dec2016,-640
21May2014,-640.25
24Dec2013,-640.69
12Oct2013,-641.77
13Mar2014,-643.7
21Jul2015,-644.68
21Jun2014,-646.85
25Jan2016,-648
28Sep2016,-650
23Jan2014,-650.23
12Oct2015,-656
13May2014,-661.9
21Aug2017,-665
31May2014,-665.12
24Jun2014,-666.12
06Feb2014,-666.46
27May2015,-670
31Mar2014,-672.34
04Mar2014,-676.73
11Apr2014,-679.1
30Jun2015,-679.6
23Dec2016,-679.95
26Feb2016,-680
10Dec2013,-680.3
18Oct2014,-681
18Nov2014,-681
18Dec2014,-681
11Mar2015,-681
01Oct2015,-681
02Nov2015,-681
01Dec2015,-681
02Jan2016,-681
01Feb2016,-681
01Mar2016,-681
01Apr2016,-681
03May2016,-681
01Jun2016,-681
01Jul2016,-681
01Aug2016,-681
27Aug2015,-684.25
26Sep2015,-684.25
27Oct2015,-684.25
27Nov2015,-684.25
24Dec2015,-684.25
27Jan2016,-684.25
27Feb2016,-684.25
26Mar2016,-684.25
26Apr2016,-684.25
27May2016,-684.25
17Jan2017,-689.96
03Apr2014,-692.9
15Jun2015,-693.81
15Oct2015,-695
17Dec2014,-697.2
17Nov2015,-700
25Nov2015,-700
07Dec2015,-700
08Dec2015,-700
12Dec2015,-700
06Jan2016,-700
26Jan2016,-700
09Feb2016,-700
25Feb2016,-700
15Mar2016,-700
11Apr2016,-700
19Apr2016,-700
26May2016,-700
21Jun2016,-700
21Jun2016,-700
18Jul2016,-700
13Oct2016,-700
08Mar2017,-700
07Jun2016,-702.05
03Mar2014,-705.58
11Aug2015,-707.37
06May2014,-709.8
14Jan2016,-714
24Dec2013,-718
27Dec2013,-718
19Apr2014,-718.05
24Mar2014,-718.7
15Sep2015,-720.17
27Dec2013,-730
20Jan2014,-734.05
22Mar2014,-736.45
29Jun2017,-737.25
28Aug2015,-745
01Oct2014,-750
28Dec2015,-750
04Dec2014,-752.4
14Jul2015,-759.96
11Mar2014,-759.98
15Sep2016,-760
20Jun2014,-761.6
01Oct2016,-766.5
01Nov2016,-766.5
24Feb2014,-769.95
04Aug2015,-771.35
24May2014,-775.75
18Aug2015,-786.41
20Jan2015,-795.39
09Jan2015,-799
18Dec2014,-799.95
07Sep2016,-800
09Nov2016,-800
24Mar2017,-800
01Apr2014,-801.68
28Oct2013,-806.18
19Dec2014,-812.7
02Sep2014,-820
27Jun2016,-833.84
27Jul2016,-833.84
27Aug2016,-833.84
27Sep2016,-833.84
27Oct2016,-833.84
26Nov2016,-833.84
24Dec2016,-833.84
27Jan2017,-833.84
27Feb2017,-833.84
27Mar2017,-833.84
26Apr2017,-833.84
27May2017,-833.84
01Dec2016,-847
28Jul2014,-849.75
27Oct2015,-850
14Feb2017,-850
08Sep2015,-851.77
26May2015,-856.29
01Sep2016,-860
01Oct2016,-860
01Nov2016,-860
01Dec2016,-860
03Jan2017,-860
01Feb2017,-860
02Mar2017,-860
01Apr2017,-860
02May2017,-860
01Jun2017,-860
01Jul2017,-860
01Aug2017,-860
01Sep2017,-860
01Feb2017,-864.5
01Mar2017,-864.5
01Apr2017,-864.5
29Apr2017,-864.5
01Jun2017,-864.5
22Dec2014,-865.54
06Apr2017,-873.8
25Jan2016,-876.08
23Jul2015,-880
11Oct2016,-880
29Dec2016,-880
15Jan2014,-886
25Feb2014,-890
31Oct2014,-890
30Jul2015,-891
28May2014,-895
01Jul2017,-902
01Aug2017,-902
01Sep2017,-902
10Feb2015,-914
10Mar2014,-918
26Jan2015,-945
23Jan2017,-945.9
12Aug2014,-946
03Feb2015,-947.07
03Mar2014,-950
19Nov2014,-951.15
31Dec2016,-957
31Jul2014,-960
27Feb2014,-967
18Feb2017,-969
24Dec2013,-974
25Jun2015,-990
25Jan2016,-990
05Jan2016,-995
04Oct2016,-995.93
11Mar2014,-999
03Jan2017,-999
09Jan2017,-999
02Feb2017,-999
24Oct2013,-1000
20Dec2013,-1000
10Jan2014,-1000
28Feb2014,-1000
14Apr2014,-1000
05May2014,-1000
17Jun2014,-1000
17Jun2014,-1000
24Jun2014,-1000
27Jun2014,-1000
11Aug2014,-1000
16Aug2014,-1000
21Sep2013,-1000
21Sep2013,-1000
06Jan2015,-1000
16Feb2015,-1000
12Mar2015,-1000
14Mar2015,-1000
18Apr2015,-1000
28Apr2015,-1000
28Apr2015,-1000
05May2015,-1000
09May2015,-1000
25May2015,-1000
06Jun2015,-1000
17Jun2015,-1000
02Sep2015,-1000
22Sep2015,-1000
24Nov2015,-1000
15Dec2015,-1000
19Mar2016,-1000
13Jun2016,-1000
31Aug2016,-1000
30Sep2016,-1000
03Oct2016,-1000
07Nov2016,-1000
11Nov2016,-1000
18Nov2016,-1000
24Nov2016,-1000
03Dec2016,-1000
17Dec2016,-1000
09Jan2017,-1000
16Jan2017,-1000
07Feb2017,-1000
07Feb2017,-1000
07Apr2017,-1000
26Apr2017,-1000
29May2017,-1000
01Jul2017,-1000
25Jul2017,-1000
25May2015,-1003.2
18Jun2015,-1003.2
12Jun2017,-1009.7
11Feb2017,-1010
18Sep2015,-1015
27Jun2017,-1016.63
27Jul2017,-1016.63
26Aug2017,-1016.63
16Jan2015,-1026
17Jun2014,-1032.95
03Oct2016,-1033.19
25May2015,-1036.5
04Mar2014,-1044.94
29Mar2014,-1050
30Apr2014,-1050
27Jun2014,-1050
29Aug2014,-1050
28Nov2014,-1050
25Jan2017,-1050
16Mar2017,-1050
08Aug2016,-1051.3
31Oct2014,-1060
19Dec2014,-1078
04Feb2015,-1080.67
10Jun2017,-1095
20Oct2014,-1100
16Feb2016,-1100
29Jul2015,-1101
02Jun2015,-1103.98
27Sep2017,-1116.95
26Nov2016,-1117
31Dec2014,-1124
19May2017,-1140.96
25Mar2014,-1159.77
10Apr2017,-1159.9
18Oct2013,-1162
20Nov2013,-1162
22Jan2014,-1162
12May2014,-1175
13Apr2015,-1179.9
15Dec2014,-1187
12Apr2017,-1192
11Feb2014,-1199
02Mar2015,-1200
28Feb2017,-1204
14Nov2016,-1206.91
06Jan2015,-1210
28Dec2016,-1225.03
19Dec2014,-1234.8
31Mar2015,-1250
11Nov2016,-1250
25Aug2017,-1250
22Sep2017,-1250
27Aug2015,-1253
30May2014,-1280
22Jul2014,-1281.81
22Aug2014,-1281.81
22Sep2014,-1281.81
22Oct2014,-1281.81
22Nov2014,-1281.81
22Dec2014,-1281.81
22Jan2015,-1281.81
23Feb2015,-1281.81
20Mar2015,-1281.81
22Apr2015,-1281.81
04Mar2014,-1291.8
09Sep2016,-1300
11May2015,-1316
23Dec2016,-1323
07Sep2015,-1355
07Sep2015,-1355
19Oct2015,-1358.48
06Jun2015,-1363.89
27Oct2015,-1375.15
30Nov2016,-1399
20Jan2016,-1400
04Jul2016,-1409
05Jul2016,-1409
24May2017,-1411.63
14Dec2015,-1425
14Dec2015,-1440
29Jan2015,-1460
12May2015,-1477.93
14Dec2015,-1491
05Oct2013,-1500
24Dec2013,-1500
02Jan2014,-1500
15Jan2014,-1500
25Jan2014,-1500
01Feb2014,-1500
15Feb2014,-1500
20Feb2014,-1500
27Feb2014,-1500
10Mar2014,-1500
15Mar2014,-1500
18Mar2014,-1500
27Mar2014,-1500
31Mar2014,-1500
10Apr2014,-1500
22Apr2014,-1500
30Apr2014,-1500
10May2014,-1500
17May2014,-1500
26May2014,-1500
07Jun2014,-1500
12Jun2014,-1500
18Jun2014,-1500
21Jun2014,-1500
08Jul2014,-1500
14Jul2014,-1500
15Jul2014,-1500
17Jul2014,-1500
21Jul2014,-1500
31Jul2014,-1500
11Aug2014,-1500
30Aug2014,-1500
06Sep2014,-1500
17Sep2014,-1500
29Sep2014,-1500
28Sep2013,-1500
21Oct2014,-1500
27Oct2014,-1500
01Nov2014,-1500
08Nov2014,-1500
15Nov2014,-1500
28Nov2014,-1500
08Dec2014,-1500
13Dec2014,-1500
19Dec2014,-1500
22Dec2014,-1500
19Jan2015,-1500
31Jan2015,-1500
16Feb2015,-1500
28Feb2015,-1500
12Mar2015,-1500
04Apr2015,-1500
02May2015,-1500
28May2015,-1500
29May2015,-1500
08Jun2015,-1500
18Jun2015,-1500
27Jun2015,-1500
30Jun2015,-1500
10Jul2015,-1500
13Jul2015,-1500
24Jul2015,-1500
28Jul2015,-1500
01Aug2015,-1500
06Aug2015,-1500
21Aug2015,-1500
11Sep2015,-1500
05Oct2015,-1500
10Oct2015,-1500
26Oct2015,-1500
13Nov2015,-1500
01Dec2015,-1500
16Jan2016,-1500
20Feb2016,-1500
02Mar2016,-1500
22Mar2016,-1500
08Apr2016,-1500
10May2016,-1500
07Jun2016,-1500
07Jul2016,-1500
04Aug2016,-1500
06Sep2016,-1500
23Sep2016,-1500
04Oct2016,-1500
24Oct2016,-1500
23Jan2017,-1500
16Feb2017,-1500
03Mar2017,-1500
23Mar2017,-1500
21Apr2017,-1500
29Apr2017,-1500
10Jun2017,-1500
01Jul2017,-1500
03Jul2017,-1500
14Jul2017,-1500
11Aug2017,-1500
04Sep2017,-1500
17May2017,-1513.98
18Apr2015,-1520
11Aug2014,-1541.38
17Feb2017,-1544.95
22Apr2014,-1549.63
19Jun2014,-1550
25Apr2016,-1553.96
26Jan2015,-1563
25Feb2015,-1563
25Mar2015,-1563
28Apr2015,-1563
25May2015,-1563
25Jun2015,-1563
27Jul2015,-1563
25Aug2015,-1563
22May2015,-1563.06
22Jun2015,-1563.06
22Jul2015,-1563.06
03May2016,-1565.7
22Dec2014,-1575
20Sep2014,-1577.58
26Jun2014,-1588.51
09Mar2015,-1595
03May2017,-1599
28Feb2014,-1600
03Jan2015,-1600
19Nov2016,-1610
04Oct2016,-1647.72
11Apr2017,-1648
26Mar2016,-1649
11Dec2014,-1655.25
31Mar2014,-1680
27Jun2014,-1680
29Aug2014,-1680
02Mar2015,-1680
13Jul2016,-1728.58
30Jun2015,-1750
20Oct2014,-1763.59
21Sep2016,-1769.76
07Oct2015,-1776
20Oct2015,-1776
17Nov2015,-1776
30Dec2015,-1776
25Apr2016,-1776
26May2016,-1776
27Sep2017,-1796.03
27Aug2015,-1799
30Apr2015,-1800
05Oct2015,-1803.25
10Jun2014,-1816.37
20Dec2014,-1830.01
23Jan2017,-1840
28Nov2014,-1850
30Apr2014,-1890
30May2014,-1890
01Oct2014,-1890
30Jan2015,-1890
03Sep2016,-1900
12Nov2014,-1923
18Dec2014,-2000
01Jun2015,-2000
28Aug2015,-2000
24Dec2015,-2000
01Feb2016,-2000
25Feb2016,-2000
25Apr2016,-2000
31Aug2016,-2000
07Nov2016,-2000
16Feb2017,-2000
28Apr2017,-2000
29May2017,-2000
06Sep2014,-2018.7
27Jan2017,-2050.67
09Jan2014,-2100
31Jul2014,-2100
04Feb2015,-2108
19Dec2014,-2122.9
11May2015,-2139.53
30Apr2015,-2140
02Apr2016,-2140
28Oct2015,-2199.62
09Dec2016,-2211
31Mar2015,-2250
02May2015,-2250
28Jul2015,-2250
28Sep2015,-2250
26Oct2015,-2250
26May2016,-2250
24Jun2016,-2250
14Aug2017,-2276.3
02Feb2015,-2280
21Nov2016,-2292.05
17Dec2013,-2322
28Jan2014,-2348.32
13Dec2014,-2365.7
25Jul2016,-2400
26Oct2016,-2400
20Feb2015,-2454.95
11May2015,-2472.5
16Aug2016,-2480
13Dec2014,-2500
29Jan2015,-2500
03Feb2015,-2500
29Mar2016,-2500
15Dec2016,-2500
20Mar2014,-2570.36
27Dec2014,-2663.6
19Oct2016,-2669
13Feb2014,-2677.84
25Aug2014,-2698
29Aug2016,-2700
26Sep2016,-2700
26Nov2016,-2700
28Dec2016,-2700
22Dec2014,-2735
18May2017,-2737.58
24Mar2015,-2740
23Jun2015,-2768.63
23Dec2014,-2768.65
20May2014,-2781.33
13Oct2014,-2875
22Oct2016,-2924.75
18Nov2014,-2942
29Dec2014,-2986
25Feb2014,-2999
24Nov2014,-3000
15Jan2015,-3000
30Mar2015,-3000
29Mar2016,-3000
25Apr2016,-3000
27Mar2017,-3000
13Dec2014,-3011.57
24Apr2015,-3054.94
20Mar2015,-3077.14
03Feb2014,-3095
26Nov2016,-3128
25Feb2014,-3135
26Oct2015,-3215
25Nov2015,-3215
13Jun2017,-3354.06
27Dec2014,-3449
28Dec2015,-3470
07Jan2016,-3470
25Jan2016,-3470
25Feb2016,-3470
29Mar2016,-3470
25Apr2016,-3470
25May2016,-3470
27Jun2016,-3470
25Jul2016,-3470
25Aug2016,-3470
26Sep2016,-3470
25Oct2016,-3470
25Nov2016,-3470
31Mar2014,-3498
03Oct2014,-3500
17Sep2014,-3510.42
27Mar2017,-3519
21Jan2015,-3594
10Dec2014,-3699.9
03Feb2015,-3702.56
17Aug2015,-3743
31Dec2014,-3806.5
28Dec2016,-3815
25Jan2017,-3815
27Feb2017,-3815
25Apr2017,-3815
25May2017,-3815
26Jun2017,-3815
25Jul2017,-3815
25Aug2017,-3815
26Sep2017,-3815
08Feb2017,-3844.3
12Aug2016,-3868.75
29Dec2014,-3900
19Dec2014,-3995
04Feb2014,-4000
26Aug2015,-4000
25Nov2015,-4000
26Jun2015,-4148.88
05Sep2014,-4200
18Feb2015,-4225
16Sep2016,-4294
27May2014,-4350.62
16May2015,-4398
14Nov2014,-4450
17Mar2015,-4450
18Nov2014,-4500
03Dec2014,-4500
24Apr2015,-4500
02Jul2015,-4645.16
25Feb2015,-4735
09Mar2015,-4770
25Sep2015,-4867
03Mar2015,-5000
01Apr2015,-5000
04May2015,-5000
11May2015,-5000
01Jun2015,-5000
01Jul2015,-5000
03Aug2015,-5000
01Sep2015,-5000
01Oct2015,-5000
02Nov2015,-5000
01Dec2015,-5000
04Jan2016,-5000
01Feb2016,-5000
01Mar2016,-5000
26May2016,-5000
13Mar2017,-5000
13Mar2017,-5000
08May2017,-5103
01Apr2016,-5300
03May2016,-5300
01Jun2016,-5300
01Jul2016,-5300
01Aug2016,-5300
01Sep2016,-5300
03Oct2016,-5300
01Nov2016,-5300
01Dec2016,-5300
03Jan2017,-5300
01Feb2017,-5300
01Mar2017,-5300
23Feb2015,-5347
20Nov2013,-5371.56
29Mar2016,-5379
18Dec2014,-5385.36
21Feb2015,-5415.55
25May2015,-5537
03Apr2017,-5618
02May2017,-5618
01Jun2017,-5618
03Jul2017,-5618
01Aug2017,-5618
01Sep2017,-5618
27Jul2017,-5724.93
25Feb2016,-6000
23Oct2014,-6020
14Jun2017,-6130
09Jun2015,-6156
30Jun2015,-6156
28Dec2015,-6427.45
22Jan2015,-6700
07Apr2015,-6727.14
04Mar2014,-6750
17Oct2014,-6951.15
21Jul2014,-6955.22
09Dec2014,-7097
24Jun2016,-7304.44
23Jan2014,-7581.6
20Nov2014,-7710.58
26May2016,-7804.17
11May2017,-8000
19Mar2015,-8138.71
21Nov2014,-8335
18Mar2014,-8790
24Dec2015,-9000
25Jan2016,-9000
13Dec2014,-9238.85
29Mar2016,-9250.67
24Nov2014,-9570
19Nov2014,-9815.4
29Mar2016,-9945.66
27Mar2014,-10000
29Apr2014,-10000
09Oct2014,-10000
14Oct2014,-10000
20Oct2014,-10000
29Oct2014,-10000
29Oct2014,-10000
15Dec2014,-10000
07Feb2015,-10000
26May2016,-10000
24Jun2016,-10000
31Aug2016,-10000
29Sep2016,-10000
24Oct2016,-10000
09May2017,-10000
09Sep2016,-10094.22
24Nov2015,-10390
20Apr2015,-10443.58
24Apr2015,-10443.58
25Oct2016,-10600
30Jun2015,-10838.7
21Jan2014,-10996
30Mar2015,-11000
20Sep2014,-11847.56
21Jan2015,-12000
20Feb2015,-12000
25Apr2016,-12000
07Apr2017,-12000
25Jan2016,-12317.41
27Jul2015,-12347.44
25Nov2015,-12458.74
06Jun2016,-12500
26Oct2016,-13000
21Nov2016,-13000
09Dec2016,-13000
28Dec2016,-13000
25Jan2017,-13000
27Feb2017,-13000
20Dec2014,-13018.92
17Mar2015,-13100
18Sep2014,-13257.2
25Jan2016,-13381.78
20Jan2014,-13466.04
10Jul2015,-13557
20Feb2014,-13879.77
26Jul2017,-13950
28Aug2017,-13950
27Jul2015,-14000
26Aug2015,-14000
26Oct2015,-14000
25Nov2015,-14000
15Dec2015,-14000
25Jan2016,-14000
25Feb2016,-14000
29Mar2016,-14000
25Apr2016,-14000
26May2016,-14000
28Sep2015,-14001.54
26Sep2016,-14100
28Sep2017,-14109.1
25Feb2016,-15258.92
20Jun2014,-15351.12
24Jun2016,-15400
25Jul2016,-15400
30Aug2016,-15400
20Mar2017,-15400
24Apr2017,-15400
30May2017,-15400
14Oct2014,-15580
09Jan2016,-15799
25Jul2016,-16300.4
27Aug2016,-16787.66
28Apr2017,-16797.99
20Aug2014,-17465.79
24Jan2015,-17870
06Nov2014,-17874
25Feb2015,-18000
25Mar2015,-18000
24Apr2015,-18000
25May2015,-18000
23May2016,-18000
11Jul2016,-18456.9
30Jun2016,-19910.61
26Jul2017,-19932.69
20Jun2015,-19937.6
25Jun2015,-20000
29Jul2016,-20000
24Oct2016,-20000
09May2017,-20000
15Jul2017,-20000
31Jul2017,-20000
20May2015,-20045.18
27Feb2017,-21344.38
25May2015,-21850
28Aug2017,-22814.82
06Jan2017,-23000
26Mar2015,-23227.5
24Oct2016,-23285.09
05Dec2014,-24000
09Dec2016,-24660.13
10Nov2014,-25488
29Sep2016,-25747.08
21Nov2016,-25804
04Nov2016,-26000
14Jun2017,-26263.65
25Aug2014,-27909.36
22Sep2016,-28400
23Jun2017,-35570
19Dec2014,-41054.95
